iter	Passed	Remaining
163	5105	26027
164	5136	25992
165	5169	25971
166	5200	25937
167	5229	25899
168	5261	25872
169	5293	25846
170	5325	25816
171	5357	25793
172	5389	25764
173	5420	25731
174	5453	25710
175	5484	25675
176	5516	25651
177	5548	25622
178	5578	25588
179	5610	25558
180	5642	25529
181	5673	25498
182	5703	25461
183	5733	25428
184	5765	25399
185	5798	25374
186	5831	25352
187	5861	25317
188	5891	25280
189	5922	25247
190	5952	25211
191	5982	25177
192	6013	25144
193	6043	25107
194	6075	25079
195	6105	25046
196	6137	25018
197	6167	24982
198	6198	24951
199	6229	24916
200	6258	24880
201	6289	24848
202	6319	24811
203	6349	24776
204	6382	24753
205	6414	24723
206	6445	24692
207	6475	24657
208	6507	24627
209	6538	24595
210	6568	24560
211	6601	24536
212	6630	24499
213	6661	24467
214	6694	24444
215	6725	24412
216	6757	24382
217	6786	24344
218	6817	24312
219	6846	24273
220	6878	24245
221	6908	24210
222	6939	24179
223	6969	24142
224	7002	24121
225	7033	24088
226	7063	24054
227	7093	24019
228	7124	23985
229	7155	23955
230	7185	23921
231	7216	23889
232	7249	23863
233	7281	23835
234	7314	23810
235	7344	23774
236	7374	23742
237	7406	23714
238	7439	23687
239	7470	23657
240	7502	23626
241	7531	23590
242	7563	23561
243	7596	23535
244	7625	23500
245	7656	23468
246	7686	23434
247	7718	23404
248	7747	23367
249	7778	23335
250	7812	23312
251	7842	23278
252	7873	23246
253	7903	23212
254	7933	23178
255	7964	23146
256	7997	23120
257	8028	23088
258	8056	23049
259	8090	23026
260	8122	22997
261	8155	22971
262	8184	22934
263	8215	22903
264	8245	22870
265	8275	22835
266	8306	22803
267	8336	22770
268	8367	22738
269	8399	22710
270	8430	22678
271	8460	22644
272	8490	22609
273	8520	22577
274	8552	22547
275	8585	22522
276	8616	22490
277	8647	22459
278	8678	22426
279	8709	22395
280	8740	22363
281	8769	22327
282	8799	22295
283	8829	22261
284	8861	22230
285	8892	22199
286	8925	22174
287	8956	22142
288	8988	22113
289	9018	22079
290	9048	22046
291	9081	22020
292	9111	21985
293	9143	21957
294	9174	21924
295	9204	21892
296	9238	21867
297	9270	21838
298	9300	21805
299	9332	21776
300	9364	21746
301	9393	21711
302	9423	21676
303	9453	21643
304	9483	21609
305	9514	21577
306	9545	21546
307	9575	21514
308	9604	21477
309	9635	21446
310	9666	21415
311	9697	21385
312	9727	21351
313	9759	21321
314	9790	21290
315	9820	21257
316	9850	21224
317	9880	21190
318	9911	21158
319	9944	21131
320	9974	21099
321	10004	21066
322	10034	21031
323	10064	20998
324	10095	20967
325	10126	20936
326	10156	20902
327	10186	20870
328	10217	20838
329	10248	20807
330	10279	20775
331	10309	20743
332	10342	20716
333	10371	20680
334	10404	20653
335	10435	20622
336	10467	20592
337	10498	20561
338	10531	20535
339	10561	20502
340	10591	20468
341	10619	20431
342	10649	20399
343	10679	20364
344	10709	20331
345	10739	20299
346	10773	20273
347	10803	20241
348	10834	20210
349	10864	20176
350	10895	20146
351	10927	20117
352	10960	20089
353	10991	20058
354	11022	20026
355	11051	19992
356	11080	19957
357	11113	19930
358	11144	19898
359	11174	19865
360	11205	19833
361	11235	19801
362	11266	19770
363	11297	19739
364	11327	19706
365	11362	19681
366	11394	19652
367	11427	19625
368	11458	19594
369	11488	19562
370	11519	19529
371	11549	19497
372	11581	19468
373	11611	19435
374	11642	19404
375	11672	19372
376	11706	19345
377	11736	19313
378	11767	19281
379	11797	19248
380	11827	19216
381	11859	19185
382	11889	19154
383	11920	19122
384	11951	19091
385	11983	19061
386	12012	19027
387	12044	18997
388	12074	18965
389	12104	18932
390	12134	18900
391	12165	18869
392	12195	18836
393	12226	18805
394	12257	18774
395	12287	18741
396	12317	18709
397	12347	18676
398	12376	18641
399	12409	18613
400	12439	18581
401	12471	18552
402	12501	18519
403	12533	18490
404	12563	18457
405	12596	18429
406	12627	18398
407	12657	18366
408	12689	18336
409	12721	18306
410	12752	18275
411	12783	18244
412	12812	18210
413	12843	18179
414	12875	18149
415	12904	18116
416	12936	18085
417	12966	18053
418	12995	18019
419	13025	17987
420	13055	17955
421	13085	17923
422	13116	17892
423	13149	17863
424	13179	17831
425	13209	17799
426	13242	17770
427	13272	17738
428	13303	17706
429	13334	17675
430	13365	17644
431	13395	17612
432	13426	17581
433	13458	17551
434	13489	17521
435	13520	17490
436	13551	17458
437	13582	17427
438	13612	17395
439	13644	17366
440	13676	17336
441	13707	17305
442	13739	17274
443	13768	17242
444	13801	17213
445	13833	17183
446	13864	17152
447	13895	17121
448	13924	17087
449	13954	17055
450	13986	17025
451	14018	16995
452	14049	16964
453	14081	16935
454	14112	16903
455	14145	16874
456	14177	16845
457	14209	16815
458	14242	16786
459	14274	16757
460	14305	16725
461	14337	16695
462	14370	16666
463	14400	16634
464	14431	16604
465	14462	16572
466	14493	16541
467	14523	16510
468	14553	16477
469	14585	16447
470	14614	16414
471	14645	16383
472	14675	16351
473	14707	16320
474	14737	16289
475	14768	16257
476	14799	16226
477	14829	16194
478	14860	16163
479	14889	16130
480	14921	16100
481	14953	16069
482	14984	16039
483	15016	16008
484	15045	15976
485	15076	15944
486	15107	15914
487	15139	15884
488	15170	15853
489	15200	15821
490	15230	15789
491	15261	15757
492	15293	15727
493	15324	15696
494	15356	15666
495	15388	15636
496	15422	15609
497	15454	15579
498	15487	15549
499	15520	15520
500	15549	15487
501	15580	15456
502	15612	15425
503	15643	15394
504	15674	15363
505	15705	15332
506	15735	15300
507	15765	15268
508	15795	15237
509	15825	15205
510	15856	15174
511	15887	15142
512	15918	15111
513	15952	15083
514	15983	15052
515	16014	15021
516	16046	14990
517	16077	14960
518	16107	14928
519	16138	14896
520	16171	14867
521	16202	14837
522	16235	14807
523	16266	14776
524	16296	14744
525	16329	14715
526	16365	14688
527	16395	14656
528	16427	14626
529	16459	14595
530	16489	14564
531	16521	14533
532	16551	14501
533	16581	14469
534	16612	14438
535	16642	14407
536	16677	14378
537	16710	14349
538	16741	14319
539	16771	14287
540	16804	14257
541	16834	14225
542	16865	14194
543	16896	14162
544	16927	14132
545	16960	14102
546	16991	14071
547	17022	14040
548	17053	14009
549	17084	13978
550	17115	13947
551	17146	13915
552	17178	13885
553	17211	13856
554	17243	13825
555	17274	13794
556	17307	13765
557	17339	13734
558	17369	13703
559	17399	13671
560	17432	13641
561	17462	13609
562	17494	13579
563	17525	13547
564	17554	13515
565	17585	13484
566	17615	13452
567	17647	13421
568	17676	13389
569	17708	13358
570	17739	13327
571	17769	13295
572	17801	13265
573	17832	13234
574	17864	13204
575	17895	13172
576	17926	13141
577	17956	13110
578	17986	13077
579	18015	13045
580	18047	13015
581	18080	12985
582	18110	12954
583	18142	12923
584	18172	12891
585	18202	12860
586	18232	12827
587	18263	12796
588	18294	12765
589	18326	12735
590	18354	12702
591	18384	12670
592	18416	12639
593	18446	12608
594	18477	12576
595	18506	12544
596	18537	12513
597	18568	12482
598	18599	12451
599	18629	12419
600	18659	12388
601	18690	12356
602	18719	12324
603	18752	12294
604	18782	12263
605	18814	12232
606	18846	12202
607	18877	12171
608	18911	12141
609	18942	12110
610	18973	12079
611	19004	12048
612	19035	12017
613	19067	11987
614	19098	11956
615	19130	11925
616	19163	11895
617	19196	11865
618	19228	11835
619	19259	11804
620	19290	11772
621	19321	11741
622	19352	11710
623	19384	11680
624	19418	11650
625	19448	11619
626	19481	11589
627	19510	11557
628	19541	11525
629	19571	11494
630	19603	11463
631	19636	11434
632	19671	11405
633	19704	11375
634	19737	11345
635	19770	11315
636	19805	11286
637	19837	11255
638	19865	11223
639	19896	11191
640	19927	11160
641	19957	11128
642	19987	11097
643	20017	11065
644	20049	11034
645	20078	11002
646	20109	10971
647	20139	10940
648	20171	10909
649	20202	10878
650	20232	10846
651	20263	10815
652	20292	10783
653	20323	10752
654	20354	10720
655	20385	10689
656	20415	10658
657	20446	10627
658	20477	10596
659	20509	10565
660	20540	10534
661	20571	10503
662	20602	10472
663	20633	10441
664	20664	10409
665	20695	10378
666	20728	10348
667	20759	10317
668	20790	10286
669	20821	10255
670	20853	10224
671	20883	10193
672	20914	10162
673	20947	10131
674	20979	10101
675	21010	10069
676	21042	10039
677	21073	10008
678	21104	9977
679	21135	9946
680	21166	9915
681	21195	9883
682	21229	9853
683	21260	9821
684	21293	9791
685	21324	9760
686	21355	9729
687	21387	9699
688	21417	9667
689	21448	9636
690	21480	9605
691	21512	9574
692	21544	9544
693	21577	9513
694	21610	9483
695	21641	9452
696	21672	9421
697	21703	9390
698	21733	9358
699	21765	9328
700	21797	9297
701	21827	9265
702	21858	9234
703	21889	9203
704	21921	9172
705	21951	9141
706	21983	9110
707	22014	9079
708	22045	9048
709	22076	9017
710	22108	8986
711	22137	8954
712	22168	8923
713	22197	8891
714	22228	8860
715	22260	8829
716	22291	8798
717	22322	8767
718	22353	8736
719	22384	8704
720	22413	8673
721	22445	8642
722	22475	8610
723	22505	8579
724	22537	8548
725	22567	8517
726	22598	8486
727	22632	8456
728	22663	8424
729	22692	8393
730	22723	8361
731	22755	8331
732	22786	8299
733	22817	8269
734	22848	8238
735	22880	8206
736	22909	8175
737	22940	8144
738	22972	8113
739	23004	8082
740	23034	8051
741	23065	8019
742	23095	7988
743	23126	7957
744	23158	7926
745	23189	7895
746	23220	7864
747	23251	7833
748	23281	7801
749	23312	7770
750	23345	7740
751	23376	7709
752	23407	7678
753	23439	7647
754	23470	7616
755	23501	7585
756	23533	7554
757	23563	7522
758	23593	7491
759	23625	7460
760	23656	7429
761	23690	7399
762	23722	7368
763	23752	7337
764	23783	7305
765	23812	7274
766	23843	7243
767	23873	7211
768	23904	7180
769	23935	7149
770	23968	7119
771	23999	7087
772	24032	7057
773	24062	7026
774	24092	6994
775	24124	6963
776	24155	6932
777	24187	6901
778	24218	6870
779	24248	6839
780	24280	6808
781	24310	6777
782	24339	6745
783	24369	6713
784	24400	6682
785	24432	6652
786	24461	6620
787	24493	6589
788	24524	6558
789	24555	6527
790	24583	6495
791	24613	6464
792	24644	6432
793	24673	6401
794	24705	6370
795	24734	6339
796	24766	6308
797	24796	6276
798	24828	6245
799	24858	6214
800	24890	6183
801	24919	6152
802	24950	6121
803	24980	6089
804	25011	6058
805	25043	6027
806	25073	5996
807	25106	5965
808	25136	5934
809	25167	5903
810	25196	5872
811	25227	5840
812	25257	5809
813	25288	5778
814	25318	5747
815	25348	5715
816	25379	5684
817	25409	5653
818	25439	5622
819	25470	5590
820	25500	5559
821	25531	5528
822	25563	5497
823	25595	5466
824	25627	5436
825	25661	5405
826	25692	5374
827	25728	5344
828	25758	5313
829	25789	5282
830	25816	5250
831	25847	5219
832	25878	5188
833	25909	5156
834	25940	5125
835	25973	5095
836	26004	5064
837	26034	5032
838	26065	5001
839	26096	4970
840	26126	4939
841	26158	4908
842	26189	4877
843	26221	4846
844	26251	4815
845	26284	4784
846	26315	4753
847	26345	4722
848	26376	4691
849	26407	4660
850	26439	4629
851	26471	4598
852	26500	4566
853	26531	4535
854	26562	4504
855	26594	4473
856	26626	4442
857	26656	4411
858	26687	4380
859	26718	4349
860	26752	4318
861	26782	4287
862	26813	4256
863	26844	4225
864	26876	4194
865	26908	4163
866	26937	4132
867	26969	4101
868	27000	4070
869	27030	4039
870	27061	4007
871	27092	3976
872	27122	3945
873	27153	3914
874	27183	3883
875	27214	3852
876	27247	3821
877	27279	3790
878	27311	3759
879	27344	3728
880	27375	3697
881	27408	3666
882	27440	3635
883	27471	3604
884	27504	3574
885	27535	3542
886	27566	3511
887	27597	3480
888	27628	3449
889	27661	3418
890	27694	3387
891	27724	3356
892	27755	3325
893	27788	3294
894	27818	3263
895	27852	3232
896	27883	3201
897	27914	3170
898	27946	3139
899	27978	3108
900	28009	3077
901	28039	3046
902	28071	3015
903	28103	2984
904	28134	2953
905	28165	2922
906	28197	2891
907	28228	2860
908	28257	2828
909	28288	2797
910	28320	2766
911	28350	2735
912	28381	2704
913	28413	2673
914	28447	2642
915	28476	2611
916	28510	2580
917	28540	2549
918	28569	2518
919	28599	2486
920	28629	2455
921	28661	2424
922	28692	2393
923	28724	2362
924	28755	2331
925	28785	2300
926	28815	2269
927	28846	2238
928	28876	2206
929	28906	2175
930	28936	2144
931	28968	2113
932	28997	2082
933	29028	2051
934	29059	2020
935	29091	1989
936	29122	1958
937	29153	1926
938	29184	1895
939	29214	1864
940	29244	1833
941	29275	1802
942	29305	1771
943	29335	1740
944	29367	1709
945	29397	1678
946	29428	1646
947	29457	1615
948	29490	1584
949	29521	1553
950	29552	1522
951	29584	1491
952	29614	1460
953	29644	1429
954	29675	1398
955	29707	1367
956	29736	1336
957	29769	1305
958	29800	1274
959	29834	1243
960	29866	1212
961	29897	1180
962	29927	1149
963	29959	1118
964	29989	1087
965	30020	1056
966	30052	1025
967	30084	994
968	30115	963
969	30147	932
970	30179	901
971	30208	870
972	30240	839
973	30270	808
974	30302	776
975	30332	745
976	30363	714
977	30393	683
978	30424	652
979	30456	621
980	30491	590
981	30522	559
982	30552	528
983	30583	497
984	30614	466
985	30645	435
986	30680	404
987	30713	373
988	30743	341
989	30774	310
990	30805	279
991	30836	248
992	30867	217
993	30898	186
994	30929	155
995	30958	124
996	30989	93
997	31019	62
998	31052	31
999	31083	0
