iter	RMSE
239	0.09665114977
240	0.09644091101
241	0.09630565748
242	0.09615231431
243	0.09604170426
244	0.0959263376
245	0.09582564397
246	0.09571236466
247	0.09554094971
248	0.09546185233
249	0.09536154838
250	0.09519774581
251	0.09507248995
252	0.09494585619
253	0.09484647965
254	0.09474402614
255	0.09462506745
256	0.09450197222
257	0.09436979676
258	0.09423417768
259	0.09406514865
260	0.09397718157
261	0.0938275678
262	0.09371275327
263	0.0935873302
264	0.09344384692
265	0.0933201922
266	0.09320503695
267	0.0931029839
268	0.09301386242
269	0.09290293992
270	0.09278070024
271	0.09268184457
272	0.09259136166
273	0.09249061306
274	0.09236779513
275	0.09226646509
276	0.09213740103
277	0.09198664546
278	0.09189916836
279	0.09179895819
280	0.09165689893
281	0.09156354566
282	0.09146516501
283	0.09134346134
284	0.09125464632
285	0.091139919
286	0.09102004633
287	0.09094138436
288	0.09085999448
289	0.0907434146
290	0.09065378438
291	0.09052243406
292	0.09044822964
293	0.0903830852
294	0.09030341743
295	0.09019567795
296	0.09006674799
297	0.08996817114
298	0.08987504477
299	0.08980108036
300	0.08967681066
301	0.08955625723
302	0.08948250016
303	0.08938968265
304	0.08929496383
305	0.08918093824
306	0.08907254892
307	0.08899485268
308	0.08888933824
309	0.08881817281
310	0.0887198034
311	0.08859028795
312	0.08849402433
313	0.08835364584
314	0.0882665164
315	0.08815664116
316	0.08806282477
317	0.08796208475
318	0.08788484553
319	0.08782689288
320	0.08774516839
321	0.08763983389
322	0.08751083317
323	0.0873857825
324	0.08730015366
325	0.0871876756
326	0.08709745286
327	0.08699621401
328	0.08685398261
329	0.08679228586
330	0.08670079606
331	0.08658389828
332	0.08649581235
333	0.08636792031
334	0.08626905215
335	0.08616404421
336	0.08607088769
337	0.08599907384
338	0.08588169336
339	0.08577657312
340	0.08567388199
341	0.08559989506
342	0.08548715246
343	0.08539842976
344	0.08532126841
345	0.08521150694
346	0.08504301569
347	0.08491883987
348	0.08481935068
349	0.08469829116
350	0.08461455398
351	0.08448262587
352	0.08440195228
353	0.0843047471
354	0.08422359657
355	0.08413804402
356	0.08405185648
357	0.08396006358
358	0.08383385011
359	0.08373257307
360	0.08363896034
361	0.08353557444
362	0.08346700079
363	0.08339766688
364	0.08329693385
365	0.08315538001
366	0.0831043535
367	0.08303592659
368	0.08293297243
369	0.08284134715
370	0.08276828834
371	0.08266751364
372	0.08257786203
373	0.08249046307
374	0.08241210012
375	0.08233447953
376	0.08225982824
377	0.08216991854
378	0.08209045407
379	0.0820093655
380	0.08193143916
381	0.08185663344
382	0.08178992589
383	0.08170132199
384	0.08160379445
385	0.08149271706
386	0.08140718072
387	0.08131327449
388	0.08123570603
389	0.08114762841
390	0.08104328933
391	0.08094737404
392	0.08082876925
393	0.08072280494
394	0.08064254487
395	0.08056101494
396	0.08047848821
397	0.08041636432
398	0.08031547599
399	0.08026048428
400	0.0801819789
401	0.08010592834
402	0.08002904781
403	0.07996765849
404	0.07979982933
405	0.07972312883
406	0.07963609236
407	0.07945670241
408	0.07935174313
409	0.07929958959
410	0.07922590456
411	0.07915919511
412	0.07906966937
413	0.07892881975
414	0.07880183982
415	0.07873934758
416	0.07867284566
417	0.07860254483
418	0.07853397349
419	0.07847666415
420	0.07833488175
421	0.0782659352
422	0.07815565354
423	0.07808728706
424	0.07801322435
425	0.0779070678
426	0.07782752095
427	0.07772841367
428	0.07766186078
429	0.07759924088
430	0.07748851774
431	0.07741665668
432	0.07732781691
433	0.07727193204
434	0.07718683276
435	0.07709860577
436	0.07703485936
437	0.07695184431
438	0.07684601742
439	0.07677172954
440	0.07671757063
441	0.0766162514
442	0.07656728103
443	0.07646453562
444	0.07639236084
445	0.07628430246
446	0.07614589204
447	0.07606983212
448	0.07597220001
449	0.0759182902
450	0.07584103048
451	0.0757905143
452	0.07570103711
453	0.07561874166
454	0.07555778918
455	0.07547400412
456	0.07538415968
457	0.07529186952
458	0.07523306429
459	0.07515688782
460	0.07510085734
461	0.07503051411
462	0.07496903299
463	0.07491692243
464	0.07483961152
465	0.07477376533
466	0.07470104222
467	0.07465316075
468	0.07459374402
469	0.07452026784
470	0.07445954657
471	0.0743785164
472	0.07432046328
473	0.07424305568
474	0.07417411651
475	0.07409371395
476	0.07401358735
477	0.0739579263
478	0.07388585901
479	0.07383215484
480	0.07373122724
481	0.07363448287
482	0.07356426652
483	0.07348748347
484	0.07341447534
485	0.07336860592
486	0.07328511645
487	0.07321691192
488	0.07316922137
489	0.07310745572
490	0.07302810047
491	0.07294551045
492	0.07285325973
493	0.07279153809
494	0.07266549545
495	0.07259979424
496	0.07253182408
497	0.07243803693
498	0.07235243142
499	0.0722603683
500	0.07220073609
501	0.07212977727
502	0.07205053037
503	0.07196543395
504	0.07190708814
505	0.07185597679
506	0.07180567968
507	0.07173867699
508	0.07166659728
509	0.07158164574
510	0.0715171192
511	0.07145929007
512	0.07140180954
513	0.07133103831
514	0.07126832275
